WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_CUSTOM_ROMANIZATION	Romanization	[Transliteration](#transliteration) of a string in a non-Latin script into the Latin or Roman one: for instance, [_συγγνώμη_](https://en.wiktionary.org/wiki/%CF%83%CF%85%CE%B3%CE%B3%CE%BD%CF%8E%CE%BC%CE%B7#Greek) can be romanized as _singnómi_.	https://en.wiktionary.org/wiki/Romanization, https://en.wiktionary.org/wiki/Romanisation
		ML_CUSTOM_RUSTIC	rustic	Describes a word as part of 'rural' speech. Different to [archaic](https://en.wiktionary.org/wiki/archaic) or [colloquial](https://en.wiktionary.org/wiki/colloquial).	https://en.wiktionary.org/wiki/rustic
		ML_CUSTOM_S	s	_See [_singular_](#singular)._	
		ML_CUSTOM_SCHWEBEABLAUT	Schwebeablaut	In [Indo-European](https://en.wiktionary.org/wiki/Indo-European) languages, especially [Proto-Indo-European](https://en.wiktionary.org/wiki/Proto-Indo-European), the [metathesis](#metathesis) of a [root](#root) vowel ([unmarked](#unmarked): _*e_) and an adjacent [resonant](https://en.wiktionary.org/wiki/resonant) ([sonorant](https://en.wiktionary.org/wiki/sonorant)) _*R_, resulting in two variants of the same root (such as _*CeRC- ~ *CReC-_).	https://en.wiktionary.org/wiki/schwebeablaut
		ML_CUSTOM_SCREEVE	screeve	In [Georgian](https://en.wiktionary.org/wiki/Georgian) grammar, a particular combination of [tense](https://en.wiktionary.org/wiki/tense), [aspect](https://en.wiktionary.org/wiki/aspect) and [mood](https://en.wiktionary.org/wiki/mood).	https://en.wiktionary.org/wiki/screeve
		ML_CUSTOM_SCRIPT	script	A writing system adapted to a particular language or set of languages.	https://en.wiktionary.org/wiki/script
		ML_MORPH-VALUE_SECOND-PERSON	second person	A [grammatical person](#person) that indicates the person or group to whom one is speaking. Examples are the English pronouns [_you_](https://en.wiktionary.org/wiki/you#English) and [_thou_](https://en.wiktionary.org/wiki/thou#English).	https://en.wiktionary.org/wiki/second_person, https://en.wiktionary.org/wiki/2nd_person
		ML_MORPH-VALUE_SECOND-PERSON-OBJECT-FORM	second-person-object form	A type of conjugation in [Hungarian](https://en.wiktionary.org/wiki/Hungarian) (aside from [definite](#definite) and [indefinite](#indefinite)) which indicates a first-person singular subject and a second-person (whether singular or plural, but informally addressed) object, for example [_szeretlek_](https://en.wiktionary.org/wiki/szeretlek#Hungarian) (“I love you”) or [_látlak_](https://en.wiktionary.org/wiki/l%C3%A1tlak#Hungarian) (“I see you”).	
		ML_CUSTOM_SECONDARY-ROOT	secondary root	In Semitic languages, especially Hebrew: A root that is derived from a word that has a different known root.	https://en.wiktionary.org/wiki/secondary_root
		ML_CUSTOM_SEMANTIC-LOAN	semantic loan	A word or expression created by [borrowing](#loanword) a meaning from another language and assigning it to a word or expression which is already considered to have an idiomatic meaning in the borrowing language. Also called semantic calque. For example, the French word [_souris_](https://en.wiktionary.org/wiki/souris#French) (literally “mouse”) was given the additional meaning _[_computer_](https://en.wiktionary.org/wiki/computer#English) [_mouse_](https://en.wiktionary.org/wiki/mouse#English)_ in imitation of English [_mouse_](https://en.wiktionary.org/wiki/mouse#English), which already had both meanings. Semantic loans are distinguished from [calques](#calque) in that calques are not considered to have a pre-existing idiomatic meaning at the time that they are coined.	https://en.wiktionary.org/wiki/semantic_loan
		ML_CUSTOM_SEMANTIC-SHIFT	semantic shift	A usually significant change in the meaning of a word over time, either within the same language or when the word is derived from another language. For example, Latin [_ēgregius_](https://en.wiktionary.org/wiki/egregius#Latin) (literally “standing out from the flock”), meaning “distinguished, outstanding, excellent” is the source of English [_egregious_](https://en.wiktionary.org/wiki/egregious#English), which shifted semantically into meaning “outstandingly bad, shocking”. [semantic](https://en.wiktionary.org/wiki/semantic) [narrowing](https://en.wiktionary.org/wiki/narrowing) A type of semantic shift in which the meaning changes from general to specific ([narrower](#narrow)). [semantic](https://en.wiktionary.org/wiki/semantic) [broadening](https://en.wiktionary.org/wiki/broadening) A type of semantic shift in which the meaning changes from specific to general ([broader](#broad)).	https://en.wiktionary.org/wiki/semantic_shift
		ML_CUSTOM_SEMANTIC-NARROWING	semantic narrowing	A type of semantic shift in which the meaning changes from general to specific ([narrower](#narrow)).	https://en.wiktionary.org/wiki/semantic, https://en.wiktionary.org/wiki/narrowing
		ML_CUSTOM_SEMANTIC-BROADENING	semantic broadening	A type of semantic shift in which the meaning changes from specific to general ([broader](#broad)).	https://en.wiktionary.org/wiki/semantic, https://en.wiktionary.org/wiki/broadening
		ML_CUSTOM_SEMELFACTIVE	semelfactive	A verbal [aspect](#aspect), a subclass of [perfective](#perfective), which denotes a [momentary](https://en.wiktionary.org/wiki/momentary) or [punctual](https://en.wiktionary.org/wiki/punctual) event (e.g. to [sneeze](https://en.wiktionary.org/wiki/sneeze), to [blink](https://en.wiktionary.org/wiki/blink), to [knock](https://en.wiktionary.org/wiki/knock)). In [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages) such as Russian, often used to express actions performed once.	https://en.wiktionary.org/wiki/semelfactive
		ML_CUSTOM_SEMI-LEARNED-BORROWING	semi-learned borrowing	A [loanword](#loanword) that was borrowed from a [classical language](https://en.wiktionary.org/wiki/classical_language) such as Latin or Sanskrit (especially when borrowed into a descendant of the same language), which has been partly reshaped by later [sound change](#sound_change) or analogy with inherited terms ([adapted](#adapted_borrowing)). / Contrast with [learned borrowings](#learned_borrowing), which have usually not been similarly reshaped ([unadapted](#unadapted_borrowing)), and [inherited](#inherited) terms, which have undergone all the normal sound changes of a language. For example, the Portuguese term [_artigo_](https://en.wiktionary.org/wiki/artigo#Portuguese) (“article”) is a semi-learned borrowing from Latin [_articulus_](https://en.wiktionary.org/wiki/articulus#Latin) (“joint, limb, division”), which was borrowed early enough to undergo later sound changes that [lenited](https://en.wiktionary.org/wiki/lenite) _c_ into _g_ and deleted _l_ between vowels, but did not undergo earlier sound changes, such as lowering short _i_ to _e_. In comparison, [_artelho_](https://en.wiktionary.org/wiki/artelho#Portuguese) (“toe”) is inherited from the same Latin term, and [_artículo_](https://en.wiktionary.org/wiki/art%C3%ADculo#Portuguese) (“[articulus](https://en.wiktionary.org/wiki/articulus)”) is a learned borrowing from the same Latin term.	https://en.wiktionary.org/wiki/semi-learned_borrowing
		ML_PHONOLOGY_SEMIVOWEL	semivowel	A sound which has some qualities of a [consonant](#consonant) and some qualities of a [vowel](#vowel).	https://en.wiktionary.org/wiki/semivowel
		ML_CUSTOM_SENSE	sense	A single [conventional](https://en.wiktionary.org/wiki/conventional) use of a term; the intended meaning that a definition is capturing.	https://en.wiktionary.org/wiki/sense
		ML_POS_SENTENCE-ADVERB	sentence adverb	An adverb that modifies an entire clause or sentence rather than a single word or phrase.	https://en.wiktionary.org/wiki/sentence_adverb
		ML_CUSTOM_SET-PHRASE	set phrase	[Set phrase](https://en.wikipedia.org/wiki/Set_phrase), a common [expression](https://en.wiktionary.org/wiki/expression) (a [phrase](#phrase)) whose [wording](https://en.wiktionary.org/wiki/wording) is not subject to [variation](https://en.wiktionary.org/wiki/variation), or alternately, whose words cannot be replaced by [synonymous](#synonym) words without [compromising](https://en.wiktionary.org/wiki/compromise) the meaning. Set phrases may include [idioms](#idiom), [proverbs](#proverb), and [colloquialisms](#colloquial). For example, _flight simulator_ is a set phrase because it has a special meaning that _flying simulator_ doesn't.	https://en.wiktionary.org/wiki/set_phrase
		ML_CUSTOM_SG	sg.	_See [_singular_](#singular)._	
		ML_CUSTOM_SGV	SGV	_See [_singulative_](#singulative)._	
		ML_CUSTOM_SHORTENING	shortening	A shortened form of a word(s), including [abbreviations](#abbreviation), [acronyms](#acronym), [contractions](#contraction), [initialisms](#initialism), [short forms](#short_form).	https://en.wiktionary.org/wiki/shortening
		ML_CUSTOM_SHORT-FORM	short form	A shortened term which is itself a stand-alone term; e.g. [_Acts_](https://en.wiktionary.org/wiki/Acts#English), a short form used to refer to [_Acts of the Apostles_](https://en.wiktionary.org/wiki/Acts_of_the_Apostles#English).	
		ML_CUSTOM_SIC	sic	A Latin adverb meaning "thus, so". It is traditionally placed inside square brackets and used in quotations to indicate that the preceding is not a copying error, but is in fact a verbatim reflection of the source. (For example, if a source contains a typographical error, someone quoting the source might add [sic] to make clear that the error was in the original source.)	https://en.wiktionary.org/wiki/sic
		ML_CUSTOM_SIGLUM	siglum	A letter or other symbol that stands for a word or name; e.g. [_ꝓ_](https://en.wiktionary.org/wiki/%EA%9D%93#Latin) is a medieval Latin siglum for the word [_pro_](https://en.wiktionary.org/wiki/pro#Latin).	https://en.wiktionary.org/wiki/siglum
		ML_CUSTOM_SIMPLEX	simplex	A simple word, one without [affixes](#affix).	https://en.wiktionary.org/wiki/simplex
		ML_CUSTOM_SINGULARE-TANTUM	singulare tantum	Same as singular only (see below).	https://en.wiktionary.org/wiki/singulare_tantum
		ML_CUSTOM_SINGULAR-ONLY	singular only	A noun (in any specific sense) that has no plural form and is only used with singular verbs. Frequently for mass nouns. / Contrast [**pluralia tantum**](https://en.wiktionary.org/wiki/plurale_tantum).	https://en.wiktionary.org/wiki/singular, https://en.wiktionary.org/wiki/only
		ML_CUSTOM_SINGULATIVE	singulative	The marked singular form of an unmarked [mass noun](#mass_noun).	https://en.wiktionary.org/wiki/singulative
		ML_CUSTOM_SINO-XENIC	Sino-Xenic	Refers to pronunciations in [Japanese](https://en.wiktionary.org/wiki/Japanese), [Korean](https://en.wiktionary.org/wiki/Korean) and [Vietnamese](https://en.wiktionary.org/wiki/Vietnamese) languages (grouped with Chinese as [CJKV](#CJKV)) of terms or components derived from medieval [Chinese](https://en.wiktionary.org/wiki/Chinese).	https://en.wiktionary.org/wiki/Sino-Xenic
		ML_CUSTOM_SL	s.l.	Latin _[_sine_](https://en.wiktionary.org/wiki/sine#Latin) [_locō_](https://en.wiktionary.org/wiki/loco#Latin)_ (literally “without a place”), used to indicate that the place of publication is not stated in a work.	https://en.wiktionary.org/wiki/s.l.#Etymology_2
		ML_CUSTOM_SLANG	slang	Denotes language that is unique to a particular profession or subject, i.e. [jargon](https://en.wiktionary.org/wiki/jargon). Also refers to the specialized language of a social group, sometimes used to make what is said unintelligible to those who are not members of the group, i.e. [cant](https://en.wiktionary.org/wiki/cant). Such language is usually outside of conventional usage, and is mostly inappropriate in [formal](#formal) contexts.	https://en.wiktionary.org/wiki/slang
		ML_CUSTOM_SLAVIC-FIRST-PALATALIZATION	Slavic first palatalization	A specific occurrence of [palatalization](#palatalization) that occurred in the [Proto-Slavic language](https://en.wikipedia.org/wiki/Proto-Slavic_language), in which the [velar](#velar) consonants *_k_ *_g_ *_x_ when followed by any of the [front vowels](#front_vowel) *_e_ *_ě_ *_ь_ *_i_ became the sounds *_č_ *_ž_ *_š_, respectively. The Slavic first palatalization is still an active process in many modern [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages). For example, before certain suffixes in Russian, the consonants к г х ц become ч ж ш ч respectively. Other [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages) behave similarly.	https://en.wikipedia.org/wiki/Slavic_first_palatalization
		ML_CUSTOM_SLAVIC-PROGRESSIVE-PALATALIZATION	Slavic progressive palatalization	A specific occurrence of [palatalization](#palatalization) that occurred in the [Proto-Slavic language](https://en.wikipedia.org/wiki/Proto-Slavic_language), in which the [velar](#velar) consonants _*k *g *x_ when preceded by either of the [front vowels](#front_vowel) _*ь *i_ (possibly with an intervening _n_) became the sounds _*c dz s/š_, respectively, with _s_ occurring in East and South Slavic but _š_ occurring in West Slavic.	https://en.wikipedia.org/wiki/Slavic_progressive_palatalization
		ML_CUSTOM_SN	s.n.	Latin _[_sine_](https://en.wiktionary.org/wiki/sine#Latin) [_nōmine_](https://en.wiktionary.org/wiki/nomine#Latin)_ (literally “without a name”), used to indicate that the name of the publisher is not stated in a work.	https://en.wiktionary.org/wiki/s.n.
		ML_CUSTOM_SNOWCLONE	snowclone	A type of [cliché](https://en.wiktionary.org/wiki/clich%C3%A9#English) which uses an old [idiom](#idiom) formulaically in a new context. / See also [_Appendix:English snowclones_](https://en.wiktionary.org/wiki/Appendix:English_snowclones).	https://en.wiktionary.org/wiki/snowclone
		ML_CUSTOM_SOLEMN	solemn	Used to evoke a sense of current events being highly important. Examples of situations where solemn language is likely to be used are liturgical events, various ceremonies, and public speeches. Solemn terms are often dated or archaic, and once belonged in the neutral register.	https://en.wiktionary.org/wiki/solemn
		ML_CUSTOM_SOUND-CHANGE	sound change	A change in the pronunciation of a sound in a given language, usually according to regular rules. An example of such a change in English is the deletion of _h_ in the /hw/ cluster found in words such as _which_ and _whale_, making them [homophonous](https://en.wiktionary.org/wiki/homophonous) with _witch_ and _wail_, respectively. (This sound change is found in most varieties of English, but not in Scottish English or in some conservative American English and Irish English varieties. / See [Pronunciation of English ⟨wh⟩](https://en.wikipedia.org/wiki/Pronunciation_of_English_%E2%9F%A8wh%E2%9F%A9).)	https://en.wiktionary.org/wiki/sound_change
		ML_CUSTOM_SOUND-PLURAL	sound plural	In the [Semitic languages](https://en.wikipedia.org/wiki/Semitic_languages) and other [Afroasiatic languages](https://en.wikipedia.org/wiki/Afroasiatic_languages), a [regular](https://en.wiktionary.org/wiki/regular) [plural](#plural) formed by adding a [suffix](#suffix), without internal changes to the [stem](#stem). Examples in [Arabic](https://en.wikipedia.org/wiki/Arabic_language) are [_مُسْلِمُونَ_](https://en.wiktionary.org/wiki/%D9%85%D8%B3%D9%84%D9%85%D9%88%D9%86#Arabic) (muslimūna, “Muslims”), the plural form of [_مُسْلِم_](https://en.wiktionary.org/wiki/%D9%85%D8%B3%D9%84%D9%85#Arabic) (muslim, “Muslim”), formed by adding the suffix [_ـُونَ_](https://en.wiktionary.org/wiki/%D9%88%D9%86#Arabic) (-ūna), and [_مُسْتَشْفَيَاتٌ_](https://en.wiktionary.org/wiki/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%8A%D8%A7%D8%AA#Arabic) (mustašfayātun, “hospitals”), the plural form of [_مُسْتَشْفًى_](https://en.wiktionary.org/wiki/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89#Arabic) (mustašfan, “hospital”), formed by adding the suffix [_ـَيَاتٌ_](https://en.wiktionary.org/wiki/%D9%8A%D8%A7%D8%AA#Arabic) (-ayātun). / Contrast [broken plurals](#broken_plural), which change the pattern of vowels inside a word.	https://en.wiktionary.org/wiki/sound_plural
		ML_CUSTOM_SOUND-SYMBOLISM	sound symbolism	The idea that [phonemes](https://en.wiktionary.org/wiki/phoneme) or clusters of phonemes carry intrinsic meaning in a language. For example, the phoneme cluster _gl-_ appears to mean "light" in English in words such as [gleam](https://en.wiktionary.org/wiki/gleam), [glisten](https://en.wiktionary.org/wiki/glisten), [glare](https://en.wiktionary.org/wiki/glare), [glossy](https://en.wiktionary.org/wiki/glossy) and [glow](https://en.wiktionary.org/wiki/glow). (See also [](https://en.wikipedia.org/wiki/phonestheme) [**phonestheme**](https://en.wikipedia.org/wiki/phonestheme) on Wikipedia.)	https://en.wiktionary.org/wiki/sound_symbolism
		ML_CUSTOM_SPELLING-PRONUNCIATION	spelling pronunciation	A pronunciation affected by the written form of the word, diverging from the original inherited form. Some spelling pronunciation are considered mistakes or non-standard, while others have historically become universally accepted and completely replaced the original pronunciations.	https://en.wiktionary.org/wiki/spelling_pronunciation
		ML_CUSTOM_STANDARD	standard	Conforming to the [standard variety](https://en.wiktionary.org/wiki/standard_variety#Noun) or [standard language](https://en.wiktionary.org/wiki/standard_language#Noun). Contrast [_nonstandard_](#nonstandard). Standardness in linguistics is [descriptive](#descriptive), but part of the phenomenon that description describes is the fact that some [prescriptive](#prescriptive) notions can influence standardness via a [feedback loop](https://en.wiktionary.org/wiki/feedback_loop). Usages can be [informal](#informal) but standard, even when they are not [formal](#formal) and even when they are [proscribed](#proscribed) by some speakers. A [standard variety](https://en.wiktionary.org/wiki/standard_variety#Noun) is often a [prestige variety](https://en.wikipedia.org/wiki/prestige_(sociolinguistics)). This can cause some confusion about [nonstandardness](#nonstandard) equalling [_inherent_](https://en.wiktionary.org/wiki/inherent#Adjective) "inferiority", "incorrectness", or "wrongness" when all it really equals is [_contextual_](https://en.wiktionary.org/wiki/context#Noun) inappropriateness. Within a single language, a [wordform](https://en.wiktionary.org/wiki/wordform#Noun) or [usage](https://en.wiktionary.org/wiki/usage#English:_language) can be an [idiomatic](#idiomatic) norm within some [varieties](#variety) even when it is not the norm in the [standard variety](https://en.wiktionary.org/wiki/standard_variety#Noun). (For example, in English this is true of the [zero copula](https://en.wiktionary.org/wiki/zero_copula) in a sentence such as _He gone already_.) It can also be the idiomatic norm in [informal](#informal) register within the standard variety even when it is often avoided [formally](#formal) therein. (In English this is true, for example, of most [contraction](#contraction) use.) These facts explain the important difference between [code-switching](https://en.wiktionary.org/wiki/code-switching#Noun) and speaking "incorrectly" ([as if](https://en.wiktionary.org/wiki/as_if) with _inherently_ "wrong" forms or usage).	https://en.wiktionary.org/wiki/standard#English:_linguistics
		ML_CUSTOM_STATIVE	stative	Of a verb: expressing a [state](https://en.wiktionary.org/wiki/state) rather than an [action](https://en.wiktionary.org/wiki/action) or [activity](https://en.wiktionary.org/wiki/activity). Many Bantu languages have a verbal extension/suffix to derive stative verbs from other verbs, often with [inchoative](https://en.wiktionary.org/wiki/inchoative) or [potential](https://en.wiktionary.org/wiki/potential) meaning.	https://en.wiktionary.org/wiki/stative
		ML_CUSTOM_STEM	stem	The part of an [inflected](#inflection) word that the ending is attached to. For example, Latin _mens-_ (“table”, stem) +‎ [_-ae_](https://en.wiktionary.org/wiki/-ae#Latin) (ending, 1st-declension nominative plural) → [_mensae_](https://en.wiktionary.org/wiki/mensae#Latin) (“tables”, full word, nominative plural).	https://en.wiktionary.org/wiki/stem
		ML_CUSTOM_STRATUM	stratum	A language that influences another by [contact](https://en.wikipedia.org/wiki/language_contact), typically due to close geographic proximity (often both spoken simultaneously in the same land) and some form of cultural contact. A stratum can be further classified as [substrate](#substrate), [superstrate](#superstrate), or adstrate.	https://en.wiktionary.org/wiki/stratum
		ML_CUSTOM_STRICTLY	strictly	Indicates a more precise use of words; short for _strictly speaking_ ([sensu stricto](https://en.wiktionary.org/wiki/sensu_stricto)). / Contrast _loose_ or _broad_ (_wide_) sense; [_loosely_](#loosely).	https://en.wiktionary.org/wiki/strictly
		ML_CUSTOM_STRONG-DECLENSION	strong declension	In German, a declension of adjectives, and of masculine and neuter nouns, that is defined in opposition to the [weak declension](#weak_declension) and [mixed declension](#mixed_declension). Strong nouns (typically) form their genitive in _-s_ and/or _-es_ and do not form their plural by adding _-n_ and/or _-en_. In adjectives, the strong declension is a set of endings used when the adjective is not accompanied by a definite or indefinite article, and includes a fuller set of endings than that of the weak or mixed declensions (hence the name). Note that "strong", "weak" and "mixed" refer to inherent declensional properties of nouns, but all adjectives can be declined according to all three declensions, depending on whether an article precedes and what type of article it is. By analogy, the term "strong declension" is sometimes used in other inflected Germanic languages such as [Icelandic](https://en.wikipedia.org/wiki/Icelandic) and [Old English](https://en.wikipedia.org/wiki/Old_English). In these languages, adjectives are formed similarly to German but there is typically not a single strong noun declension. Rather, a strong noun is any noun that does not follow the weak declension.	https://en.wiktionary.org/wiki/strong_declension#English
		ML_POS_STRONG-PRONOUN	strong pronoun	In Greek, an [emphatic pronoun](#emphatic).	
		ML_POS_STRONG-VERB-AND-STRONG-CONJUGATION	strong verb and strong conjugation	In [Germanic](https://en.wiktionary.org/wiki/Germanic) languages, a verb that displays [ablaut](#ablaut). More specifically, a verb that has a change in [vowel](#vowel) between present and past. An English example is [_drink_](https://en.wiktionary.org/wiki/drink#English), [_drank_](https://en.wiktionary.org/wiki/drank#English), [_drunk_](https://en.wiktionary.org/wiki/drunk#English). Note that some verbs show a vowel change, but not as a result of ablaut (e.g. [_think_](https://en.wiktionary.org/wiki/think#English), [_thought_](https://en.wiktionary.org/wiki/thought#English)); these are not considered strong verbs. / Contrast [weak verb](#weak_verb), [preterite-present verb](#preterite-present_verb).	https://en.wiktionary.org/wiki/strong_verb
		ML_CUSTOM_SUBJUNCTIVE-MOOD	subjunctive mood	The [mood](#mood) of a [verb](#verb) expressing an action or state which is [hypothetical](https://en.wiktionary.org/wiki/hypothetical#Adjective) or [anticipated](https://en.wiktionary.org/wiki/anticipate#Verb) rather than actual, including [wishes](https://en.wiktionary.org/wiki/wish) and [counterfactuals](https://en.wiktionary.org/wiki/counterfactual#Noun). Some English examples are _if I were rich_ and _it’s important that he be here_. In many languages [imperative](#imperative) (command) [inflections](#inflection) are the same as or similar to subjunctive ones, reflecting the shared trait of non-[indicative](#indicative) nature: yet-[unrealized](https://en.wiktionary.org/wiki/unrealized) ideas.	https://en.wiktionary.org/wiki/subjunctive_mood
		ML_CUSTOM_SUBORDINATE-CLAUSE	subordinate clause	Same as [dependent clause](#dependent_clause).	https://en.wiktionary.org/wiki/subordinate_clause
		ML_CUSTOM_SUBSTANTIVE	substantive	A noun or adjective (or phrase), that names a real object with _substance_. This is in contrast to an [attributive](#attributive) noun or adjective, which names a real object that carries the _attributes_ of the named noun or adjective. In [Mongolic](https://en.wiktionary.org/wiki/Mongolic) languages, it sometimes refers to a single [part of speech](#part_of_speech) that collectively encompasses nouns, adjectives and adverbs, due to their shared morphological behaviour.	https://en.wiktionary.org/wiki/substantive
		ML_CUSTOM_SUBSTANTIVIZATION	substantivization	_See [_nominalization_](#nominalization)._	
		ML_CUSTOM_SUBSTRATUM	substratum	A language [stratum](#stratum) which has lower cultural or political prestige than the one which it influences. Many historical **substrate** languages have gone extinct without ever having been attested, and so they must be inferred from their influences on surviving or attested languages. One such example is the [Pre-Greek](https://en.wiktionary.org/wiki/Pre-Greek) substratum.	https://en.wiktionary.org/wiki/substratum
		ML_CUSTOM_SUPERLATIVE	superlative	An [inflection](#inflection), or different form, of a [**comparable**](#comparable) adjective showing a relative quality, denoting "to the ultimate extent". (See also [_comparative_](#comparative) and [_degrees of comparison_](#degrees_of_comparison).) In English, the superlative form is often formed by appending [_est_](https://en.wiktionary.org/wiki/est#English), or using the word [_most_](https://en.wiktionary.org/wiki/most#English). For example, the superlative of _big_ is "_biggest_"; of _confident_, "_most confident_".	https://en.wiktionary.org/wiki/superlative
		ML_CUSTOM_SUPERSEDED	superseded	Especially of a spelling, formerly standard, and still frequently encountered, but now deprecated in favor of another form as the result of a spelling reform. Examples include Portuguese [_idéia_](https://en.wiktionary.org/wiki/id%C3%A9ia#Portuguese), fully replaced by [_ideia_](https://en.wiktionary.org/wiki/ideia#Portuguese) in [2015](https://en.wikipedia.org/wiki/Portuguese_Language_Orthographic_Agreement_of_1990).	https://en.wiktionary.org/wiki/supersede
		ML_CUSTOM_SUPERSTRATUM	superstratum	A language [stratum](#stratum) which has higher cultural or political prestige than the one which it influences. One historical example is the **superstrate** effect of [Old Norman](https://en.wiktionary.org/wiki/Old_Norman) French on late [Old English](https://en.wiktionary.org/wiki/Old_English) in the centuries following the 11th-century [Norman conquest of England](https://en.wikipedia.org/wiki/Norman_conquest_of_England).	https://en.wiktionary.org/wiki/superstratum
		ML_CUSTOM_SUPINE	supine	A term for an [infinite](https://en.wiktionary.org/wiki/infinite) verb form in some languages. In Latin, a type of [verbal noun](#verbal_noun), used for the [ablative](#ablative) and [accusative](#accusative) case of an [infinitive](#infinitive). In Swedish, a form related to the [past participle](#past_participle), used to form [perfect](#perfect) tenses. In Slovene and Lower Sorbian, a form related to the infinitive, used to indicate purpose after a verb of movement.	https://en.wiktionary.org/wiki/supine
		ML_CUSTOM_SUPPLETION	suppletion	The situation in which the inflected forms of a word come from two or more unrelated roots: for example, [_go_](https://en.wiktionary.org/wiki/go#English) and [_went_](https://en.wiktionary.org/wiki/went#English); [_be_](https://en.wiktionary.org/wiki/be#English), [_is_](https://en.wiktionary.org/wiki/is#English), and [_was_](https://en.wiktionary.org/wiki/was#English). One or more of these forms, or the entire [paradigm](#paradigm) of the word, may then be called suppletive. Examples from various languages may be found from [Category:Suppletive verbs by language](https://en.wiktionary.org/wiki/Category:Suppletive_verbs_by_language).	https://en.wiktionary.org/wiki/suppletion, https://en.wiktionary.org/wiki/suppletive
		ML_CUSTOM_SURFACE-ANALYSIS	surface analysis	The etymology of a term by an [analysis](https://en.wiktionary.org/wiki/analysis) based on components occurring in the term's language, regardless of their apparentness or [productivity](#productive), i.e. that term's [synchronic](#synchronic) makeup: for example, [_earth_](https://en.wiktionary.org/wiki/earth#English) +‎ [_-en_](https://en.wiktionary.org/wiki/-en#English) for [_earthen_](https://en.wiktionary.org/wiki/earthen#English) (actually inherited via Middle English from Old English) and [_bio-_](https://en.wiktionary.org/wiki/bio-#English) +‎ [_-logy_](https://en.wiktionary.org/wiki/-logy#English) for [_biology_](https://en.wiktionary.org/wiki/biology#English) (actually borrowed from New Latin). Some surface analyses describe actual formations of words actively created by speakers, who might not know their historical origin.Sound changes do not invalidate a surface analysis if they are precedented or regular in the term's language and the relevant components are recognizable in the term, such as [_circle_](https://en.wiktionary.org/wiki/circle#English) +‎ [_-ar_](https://en.wiktionary.org/wiki/-ar#English) for [_circular_](https://en.wiktionary.org/wiki/circular#English) and [_-able_](https://en.wiktionary.org/wiki/-able#English) +‎ [_-ity_](https://en.wiktionary.org/wiki/-ity#English) for [_-ability_](https://en.wiktionary.org/wiki/-ability#English) but not [_chuva_](https://en.wiktionary.org/wiki/chuva#Portuguese) +‎ [_-ial_](https://en.wiktionary.org/wiki/-ial#Portuguese) for [_pluvial_](https://en.wiktionary.org/wiki/pluvial#Portuguese), since the change from /pl/ to /ʃ/ makes [_chuva_](https://en.wiktionary.org/wiki/chuva#Portuguese) unrecognizable.	https://en.wiktionary.org/wiki/surface_analysis, https://en.wiktionary.org/wiki/surface_etymology
		ML_CUSTOM_SYLLABLE	syllable	A unit of human speech that is interpreted by the listener as a single sound.	https://en.wiktionary.org/wiki/syllable
		ML_CUSTOM_SYNCHRONY	synchrony	The viewpoint of analysis of a language which considers only its state at one point (or period) in time, not accounting for historical language change or etymology (as opposed to [diachrony](#diachrony)). A purely **synchronic** analysis of a word or phrase (as e.g. from the intuition of a speaker of the language) which may differ from its true etymological derivation is termed a [surface analysis](#surface_analysis).	https://en.wiktionary.org/wiki/synchrony
		ML_CUSTOM_SYNCRETISM	syncretism	The situation in which two or more [inflected](#inflection) forms of a word are identical. For example, English [_walked_](https://en.wiktionary.org/wiki/walked#English) is both the simple past and the past participle of [_walk_](https://en.wiktionary.org/wiki/walk#English), and Ancient Greek [_ἄλλο_](https://en.wiktionary.org/wiki/%E1%BC%84%CE%BB%CE%BB%CE%BF#Ancient_Greek) (állo) is the neuter nominative, accusative, and vocative singular of [_ἄλλος_](https://en.wiktionary.org/wiki/%E1%BC%84%CE%BB%CE%BB%CE%BF%CF%82#Ancient_Greek) (állos).	https://en.wiktionary.org/wiki/syncretism
